"TID","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT","FA","ID","MS","TH","FI","VI"
"TID_FRANCE","France","France","Frankreich","Francia","Francia","Frankrijk","Frankrike","Fransa","フランス","프랑스","Франция","فرنسا","França","法国","法國","فرانسه","Prancis","Perancis","ฝรั่งเศส","Ranska","Pháp"
"TID_FRENCH_GUIANA","French Guiana","Guyane","Französisch-Guayana","Guayana Francesa","Guyana Francese","Frans-Guyana","Fransk Guyana","Fransa Ginesi","フランス領ギニア","프랑스령 기아나","Французская Гвиана","غيانا الفرنسية","Guiana Francesa","法属圭亚那","法屬圭亞那","گویان فرانسوی","Guyana Prancis","Guiana Perancis","เฟรนช์เกียนา","Ranskan Guayana","Guiana thuộc Pháp"
"TID_FRENCH_POLYNESIA","French Polynesia","Polynésie française","Französisch-Polynesien","Polinesia Francesa","Polinesia Francese","Frans-Polynesië","Fransk Polynesia","Fransa Polinezyası","フランス領ポリネシア","프랑스령 폴리네시아","Французская Полинезия","بولينيزيا الفرنسية","Polinésia Francesa","法属玻里尼西亚","法屬玻里尼西亞","پلینزی فرانسوی","Polinesia Prancis","Polinesia Perancis","เฟรนช์โปลินีเซีย","Ranskan Polynesia","Polynesia thuộc Pháp"
"TID_FRENCH_SOUTHERN_TERRITORIES","French Southern Territories","Terres australes et antarctiques françaises","Französische Süd- und Antarktisgebiete","Tierras Australes y Antárticas Francesas","Terre Australi e Antartiche Francesi","Franse Zuidelijke Gebieden","De franske sørterritorier","Fransa'nın Güney Bölgeleri","フランス領南方・南極地域","프랑스령 남부 영역","Французские Южные территории","الأقاليم الجنوبية الفرنسية","Territórios Franceses do Sul","法属南半球领地","法屬南部和南極領地","سرزمین‌های جنوبی فرانسه","Wilayan Selatan Prancis","Wilayah Perancis Selatan","เฟรนช์เซาเทิร์นเทร์ริทอรีส์","Ranskan eteläiset alueet","Lãnh thổ miền Nam nước Pháp"
"TID_GABON","Gabon","Gabon","Gabun","Gabón","Gabon","Gabon","Gabon","Gabon","ガボン","가봉","Габон","الغابون","Gabão","加蓬","加彭","گابن","Gabon","Gabon","กาบอง","Gabon","Gabon"
"TID_GAMBIA","Gambia","Gambie","Gambia","Gambia","Gambia","Gambia","Gambia","Gambiya","ガンビア","감비아","Гамбия","غامبيا","Gâmbia","冈比亚","甘比亞","گامبیا","Gambia","Gambia","แกมเบีย","Gambia","Gambia"
"TID_GEORGIA","Georgia","Géorgie","Georgien","Georgia","Georgia","Georgië","Georgia","Gürcistan","グルジア","조지아","Грузия","جورجيا","Georgia","格鲁吉亚","喬治亞","گرجستان","Georgia","Georgia","จอร์เจีย","Georgia","Georgia"
"TID_GERMANY","Germany","Allemagne","Deutschland","Alemania","Germania","Duitsland","Tyskland","Almanya","ドイツ","독일","Германия","ألمانيا","Alemanha","德国","德國","آلمان","Jerman","Jerman","เยอรมนี","Saksa","Đức"
"TID_GHANA","Ghana","Ghana","Ghana","Ghana","Ghana","Ghana","Ghana","Gana","ガーナ","가나","Гана","غانا","Gana","加纳","迦納","غنا","Ghana","Ghana","กานา","Ghana","Ghana"
"TID_GIBRALTAR","Gibraltar","Gibraltar","Gibraltar","Gibraltar","Gibilterra","Gibraltar","Gibraltar","Cebelitarık","ジブラルタル","지브롤터","Гибралтар","جبل طارق","Gibraltar","直布罗陀","直布羅陀","جبل‌الطارق","Gibraltar","Gibraltar","ยิบรอลตาร์","Gibraltar","Gibraltar"
"TID_GREECE","Greece","Grèce","Griechenland","Grecia","Grecia","Griekenland","Hellas","Yunanistan","ギリシャ","그리스","Греция","اليونان","Grécia","希腊","希臘","یونان","Yunani","Greece","กรีซ","Kreikka","Hy Lạp"
"TID_GREENLAND","Greenland","Groenland","Grönland","Groenlandia","Groenlandia","Groenland","Grønland","Grönland","グリーンランド","그린란드","Гренландия","غرينلاند","Groenlândia","格陵兰","格陵蘭","گرینلند","Greenland","Greenland","กรีนแลนด์","Grönlanti","Greenland"
"TID_GRENADA","Grenada","Grenade","Grenada","Granada","Grenada","Grenada","Grenada","Grenada","グレナダ","그레나다","Гренада","غرينادا","Granada","格林纳达","格瑞那達","گرانادا","Grenada","Grenada","เกรเนดา","Grenada","Grenada"
"TID_GUADELOUPE","Guadeloupe","Guadeloupe","Guadeloupe","Guadalupe","Guadalupa","Guadeloupe","Guadeloupe","Guadölup","グアドループ","과달루페","Гваделупа","غوادلوب","Guadalupe","瓜德罗普岛","瓜德羅普","جزیره گوادلوپ","Guadeloupe","Guadeloupe","กวาเดอลูป","Guadeloupe","Guadeloupe"
"TID_GUAM","Guam","Guam","Guam","Guam","Guam","Guam","Guam","Guam","グアム","괌","Гуам","غوام","Guam","关岛","關島","گوام","Guam","Guam","กวม","Guam","Guam"
"TID_GUATEMALA","Guatemala","Guatemala","Guatemala","Guatemala","Guatemala","Guatemala","Guatemala","Guatemala","グアテマラ","과테말라","Гватемала","غواتيمالا","Guatemala","危地马拉","瓜地馬拉","گواتمالا","Guatemala","Guatemala","กัวเตมาลา","Guatemala","Guatemala"
"TID_GUERNSEY","Guernsey","Guernesey","Guernsey","Guernsey","Guernsey","Guernsey","Guernsey","Guernsay","ガーンジー","건지","Гернси","غيرنسي","Guernsey","根西岛","根西","گرنزی","Guernsey","Guernsey","เกิร์นซีย์","Guernsey","Guernsey"
"TID_GUINEA","Guinea","Guinée","Guinea","Guinea","Guinea","Guinee","Guinea","Gine","ギニア","기니","Гвинея","غينيا","Guiné Equatorial","几内亚","幾內亞","گینه","Guinea","Guinea","กินี","Guinea","Guinea"
"TID_GUINEA-BISSAU","Guinea-Bissau","Guinée-Bissau","Guinea-Bissau","Guinea-Bisáu","Guinea-Bissau","Guinee-Bissau","Guinea-Bissau","Gine-Bissau","ギニアビサウ","기니비사우","Гвинея-Бисау","غينيا بيساو","Guiné-Bissau","几内亚比绍","幾內亞比索","گینه بیسائو","Guinea-Bissau","Guinea-Bissau","กินีบิสเซา","Guinea-Bissau","Guinea-Bissau"
"TID_GUYANA","Guyana","Guyane","Guyana","Guyana","Guyana","Guyana","Guyana","Guyana","ガイアナ","가이아나","Гайана","غيانا","Guiana","圭亚那","蓋亞那","گویان","Guyana","Guyana","กายอานา","Guyana","Guyana"
"TID_HAITI","Haiti","Haïti","Haiti","Haití","Haiti","Haïti","Haiti","Haiti","ハイチ","아이티","Гаити","هايتي","Haiti","海地","海地","هائیتی","Haiti","Haiti","เฮติ","Haiti","Haiti"
"TID_HEARD_MCDONALD_ISLANDS","Heard & McDonald Islands","Îles Heard-et-MacDonald","Heard und McDonald-Inseln","Islas Heard y McDonald","Isole Heard e McDonald","Heard en McDonaldeilanden","Heard- og McDonaldøyene","Heard ve McDonald Adaları","ハード島とマクドナルド諸島","허드와 맥도널드 제도","Остров Херд и острова Макдональд","جزر هيرد ومكدونالد","Ilhas Heard e McDonald","赫德和麦克唐纳群岛","赫德島和麥克唐納群島","جزیره هرد و جزایر مک‌دونالد","Kepulauan Heard & McDonald","Kepulauan Heard & McDonald","เกาะเฮิร์ดและหมู่เกาะแมกดอนัลด์","Heard ja McDonaldinsaaret","Quần đảo Heard & McDonald"
"TID_HONDURAS","Honduras","Honduras","Honduras","Honduras","Honduras","Honduras","Honduras","Honduras","ホンジュラス","온두라스","Гондурас","هندوراس","Honduras","洪都拉斯","宏都拉斯","هندوراس","Honduras","Honduras","ฮอนดูรัส","Honduras","Honduras"
"TID_HONG_KONG","Hong Kong","Hong Kong","Hongkong","Hong Kong","Hong Kong","Hongkong","Hong Kong","Hong Kong","香港","홍콩","Гонконг","هونغ كونغ","Hong Kong","中国香港","香港","هنگ‌کنگ","Hong Kong","Hong Kong","ฮ่องกง","Hongkong","Hồng Kông"
"TID_HUNGARY","Hungary","Hongrie","Ungarn","Hungría","Ungheria","Hongarije","Ungarn","Macaristan","ハンガリー","헝가리","Венгрия","المجر","Hungria","匈牙利","匈牙利","مجارستان","Hongaria","Hungary","ฮังการี","Unkari","Hungary"
"TID_ICELAND","Iceland","Islande","Island","Islandia","Islanda","IJsland","Island","İzlanda","アイスランド","아이슬란드","Исландия","آيسلندا","Islândia","冰岛","冰島","ایسلند","Islandia","Iceland","ไอซ์แลนด์","Islanti","Iceland"
"TID_INDIA","India","Inde","Indien","India","India","India","India","Hindistan","インド","인도","Индия","الهند","Índia","印度","印度","هند","India","India","อินเดีย","Intia","Ấn Độ"
"TID_INDONESIA","Indonesia","Indonésie","Indonesien","Indonesia","Indonesia","Indonesië","Indonesia","Endonezya","インドネシア","인도네시아","Индонезия","إندونيسيا","Indonésia","印度尼西亚","印尼","اندونزی","Indonesia","Indonesia","อินโดนีเซีย","Indonesia","Indonesia"
"TID_IRAN","Iran","Iran","Iran","Irán","Iran","Iran","Iran","İran","イラン","이란","Иран","إيران","Irã","伊朗","伊朗","ایران","Iran","Iran","อิหร่าน","Iran","Iran"
"TID_IRAQ","Iraq","Iraq","Irak","Irak","Iraq","Irak","Irak","Irak","イラク","이라크","Ирак","العراق","Iraque","伊拉克","伊拉克","عراق","Irak","Iraq","อิรัก","Irak","Iraq"
"TID_IRELAND","Ireland","Irlande","Irland","Irlanda","Irlanda","Ierland","Irland","İrlanda","アイルランド","아일랜드","Ирландия","أيرلندا","Irlanda","爱尔兰","愛爾蘭","ایرلند","Irlandia","Ireland","ไอร์แลนด์","Irlanti","Ireland"
"TID_ISLE_OF_MAN","Isle of Man","Île de Man","Isle of Man","Isla de Man","Isola di Man","Het eiland Man","Man","Man Adası","マン島","맨섬","Остров Мэн","جزيرة مان","Ilha de Man","英国属地曼岛","曼島","جزیره من","Pulau Man","Isle of Man","เกาะแมน","Mansaari","Đảo Man"
"TID_ISRAEL","Israel","Israël","Israel","Israel","Israele","Israël","Israel","İsrail","イスラエル","이스라엘","Израиль","إسرائيل","Israel","以色列","以色列","اسرائیل","Israel","Israel","อิสราเอล","Israel","Israel"
"TID_ITALY","Italy","Italie","Italien","Italia","Italia","Italië","Italia","İtalya","イタリア","이탈리아","Италия","إيطاليا","Itália","意大利","義大利","ایتالیا","Italia","Itali","อิตาลี","Italia","Ý"
"TID_JAMAICA","Jamaica","Jamaïque","Jamaika","Jamaica","Giamaica","Jamaica","Jamaica","Jamaika","ジャマイカ","자메이카","Ямайка","جامايكا","Jamaica","牙买加","牙買加","جامائیکا","Jamaika","Jamaica","จาเมกา","Jamaika","Jamaica"
"TID_JAPAN","Japan","Japon","Japan","Japón","Giappone","Japan","Japan","Japonya","日本","일본","Япония","اليابان","Japão!","日本","日本","ژاپن","Jepang","Jepun","ญี่ปุ่น","Japani","Nhật Bản"
"TID_JERSEY","Jersey","Jersey","Jersey","Jersey","Jersey","Jersey","Jersey","Jersey","ジャージー","저지","Джерси","جيرسي","Jersey","泽西岛","澤西","جرسی","Jersey","Jersey","เจอร์ซีย์","Jersey","Jersey"
"TID_JORDAN","Jordan","Jordanie","Jordanien","Jordania","Jordan","Jordanië","Jordan","Ürdün","ヨルダン","요르단","Иордания","الأردن","Jordânia","约旦","約旦","اردن","Yordania","Jordan","จอร์แดน","Jordania","Jordan"
"TID_KAZAKHSTAN","Kazakhstan","Kazakhstan","Kasachstan","Kazajistán","Kazakistan","Kazachstan","Kasakhstan","Kazakistan","カザフスタン","카자흐스탄","Казахстан","كازخستان","Cazaquistão","哈萨克斯坦","哈薩克","قزاقستان","Kazakhstan","Kazakhstan","คาซัคสถาน","Kazakstan","Kazakhstan"
"TID_KENYA","Kenya","Kenya","Kenia","Kenia","Kenya","Kenia","Kenya","Kenya","ケニア","케냐","Кения","كينيا","Quênia","肯尼亚","肯亞","کنیا","Kenya","Kenya","เคนยา","Kenia","Kenya"
"TID_KIRIBATI","Kiribati","Kiribati","Kiribati","Kiribati","Kiribati","Kiribati","Kiribati","Kiribati","キリバス","키리바시","Кирибати","كيريباس","Kiribati","基里巴斯","吉里巴斯","کیریباتی","Kiribati","Kiribati","คิริบาตี","Kiribati","Kiribati"
"TID_KOSOVO","Kosovo","Kosovo","Kosovo","Kosovo","Kosovo","Kosovo","Kosovo","Kosova","コソヴォ","코소보","Косово","كوسوفو","Kosovo","科索沃","科索沃","کوزوو","Kosovo","Kosovo","คอซอวอ","Kosovo","Kosovo"
"TID_KUWAIT","Kuwait","Koweït","Kuwait","Kuwait","Kuwait","Koeweit","Kuwait","Kuveyt","クウェート","쿠웨이트","Кувейт","الكويت","Kuwait","科威特","科威特","کویت","Kuwait","Kuwait","คูเวต","Kuwait","Kuwait"
"TID_KYRGYZSTAN","Kyrgyzstan","Kirghizstan","Kirgisistan","Kirguistán","Kirghizistan","Kirgizië","Kirgisistan","Kırgızistan","キルギスタン","키르기스스탄","Киргизия","قيرغيزستان","Quirguistão","吉尔吉斯斯坦","吉爾吉斯","قرقیزستان","Kyrgyzstan","Kyrgyzstan","คีร์กีซสถาน","Kirgisia","Kyrgyzstan"
"TID_LAOS","Laos","Laos","Laos","Laos","Laos","Laos","Laos","Laos","ラオス","라오스","Лаос","لاو","Laos","老挝","寮國","لائوس","Laos","Laos","ลาว","Laos","Lào"
"TID_LATVIA","Latvia","Lettonie","Lettland","Letonia","Lettonia","Letland","Latvia","Letonya","ラトビア","라트비아","Латвия","لاتفيا","Letônia","拉脱维亚","拉脫維亞","لتونی","Latvia","Latvia","ลัตเวีย","Latvia","Latvia"
"TID_LEBANON","Lebanon","Liban","Libanon","Líbano","Libano","Libanon","Libanon","Lübnan","レバノン","레바논","Ливан","لبنان","Líbano","黎巴嫩","黎巴嫩","لبنان","Lebanon","Lubnan","เลบานอน","Libanon","Lebanon"
"TID_LESOTHO","Lesotho","Lesotho","Lesotho","Lesoto","Lesotho","Lesotho","Lesotho","Lesoto","レソト","레소토","Лесото","ليسوتو","Lesoto","莱索托","賴索托","لسوتو","Lesotho","Lesotho","เลโซโท","Lesotho","Lesotho"
"TID_LIBERIA","Liberia","Liberia","Liberia","Liberia","Liberia","Liberia","Liberia","Liberya","リベリア","라이베리아","Либерия","ليبريا","Libéria","利比里亚","賴比瑞亞","لیبریا","Liberia","Liberia","ไลบีเรีย","Liberia","Liberia"
"TID_LIBYA","Libya","Libye","Libyen","Libia","Libia","Libië","Libya","Libya","リビア","리비아","Ливия","ليبيا","Líbia","利比亚","利比亞","لیبی","Libya","Libya","ลิเบีย","Libya","Libya"
"TID_LIECHTENSTEIN","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Lihtenştayn","リヒテンシュタイン","리히텐슈타인","Лихтенштейн","ليختنشتاين","Liechtenstein","列支敦士登","列支敦斯登","لیختن اشتاین","Liechtenstein","Liechtenstein","ลิกเตนสไตน์","Liechtenstein","Liechtenstein"
"TID_LITHUANIA","Lithuania","Lituanie","Litauen","Lituania","Lituania","Litouwen","Litauen","Litvanya","リトアニア","리투아니아","Литва","ليتوانيا","Lituânia","立陶宛","立陶宛","لیتوانی","Lithuania","Lithuania","ลิทัวเนีย","Liettua","Litva"
"TID_LUXEMBOURG","Luxembourg","Luxembourg","Luxemburg","Luxemburgo","Lussemburgo","Luxemburg","Luxembourg","Lüksemburg","ルクセンブルク","룩셈부르크","Люксембург","لوكسمبورغ","Luxemburgo","卢森堡","盧森堡","لوکزامبورگ","Luksemburg","Luxembourg","ลักเซมเบิร์ก","Luxemburg","Luxembourg"
"TID_MACAU","Macau","Macao","Macau","Macao","Macao","Macau","Macao","Makao","マカオ","마카오","Макао","ماكاو","Macau","中国澳门","澳門","ماکائو","Makau","Macau","มาเก๊า","Macao","Ma Cao"
"TID_MACEDONIA_FYROM","Macedonia (FYROM)","Macédoine","Mazedonien (EJRM)","Macedonia (ARYM)","Repubblica di Macedonia","Macedonië","Makedonia","Makedonya (MEYC)","マケドニア共和国","마케도니아","Республика Македония","مقدونيا (جمهورية مقدونيا اليوغوسلافية السابقة)","Macedônia (FYROM)","马其顿 (FYROM)","馬其頓共和國","مقدونیه (FYROM)","Makedonia (FYROM)","Macedonia (FYROM)","มาซิโดเนีย (อดีตสาธารณรัฐยูโกสลาฟมาซิโดเนีย)","Makedonia (EJTM)","Macedonia (Nam Tư cũ)"
"TID_MADAGASCAR","Madagascar","Madagascar","Madagaskar","Madagascar","Madagascar","Madagaskar","Madagaskar","Madagaskar","マダガスカル","마다가스카","Мадагаскар","مدغشقر","Madagascar","马达加斯加","馬達加斯加","ماداگاسکار","Madagaskar","Madagaskar","มาดากัสการ์","Madagaskar","Madagascar"
"TID_MALAWI","Malawi","Malawi","Malawi","Malaui","Malawi","Malawi","Malawi","Malavi","マラウィ","말라위","Малави","ملاوي","Malauí","马拉维","馬拉威","مالاوی","Malawi","Malawi","มาลาวี","Malawi","Malawi"
"TID_MALAYSIA","Malaysia","Malaisie","Malaysia","Malasia","Malesia","Maleisië","Malaysia","Malezya","マレーシア","말레이시아","Малайзия","ماليزيا","Malásia","马来西亚","馬來西亞","مالزی","Malaysia","Malaysia","มาเลเซีย","Malesia","Malaysia"
"TID_MALDIVES","Maldives","Maldives","Malediven","Maldivas","Maldive","Malediven","Maldivene","Maldivler","モルジブ","몰디브","Мальдивы","جزر المالديف","Maldivas","马尔代夫","馬爾地夫","مالدیو","Maladewa","Maldives","มัลดีฟส์","Malediivit","Maldives"
"TID_MALI","Mali","Mali","Mali","Mali","Mali","Mali","Mali","Mali","マリ","말리","Мали","مالي","Mali","马里","馬利共和國","مالی","Mali","Mali","มาลี","Mali","Mali"
"TID_MALTA","Malta","Malte","Malta","Malta","Malta","Malta","Malta","Malta","マルタ","말타","Мальта","مالطا","Malta","马尔他","馬爾他","مالت","Malta","Malta","มอลตา","Malta","Malta"
"TID_MARSHALL_ISLANDS","Marshall Islands","Îles Marshall","Marshallinseln","Islas Marshall","Isole Marshall","Marshalleilanden","Marshalløyene","Marshall Adaları","マーシャル諸島","마셜 제도","Маршалловы Острова","جزر مارشال","Ilhas Marshall","马绍尔群岛","馬紹爾群島","جزایر مارشال","Kepulauan Marshall","Kepulauan Marshall","หมู่เกาะมาร์แชลล์","Marshallinsaaret","Quần đảo Marshall"
"TID_MARTINIQUE","Martinique","Martinique","Martinique","Martinica","Martinica","Martinique","Martinique","Martinik","マルティニーク","마르티니크","Мартиника","مارتينيك","Martinica","马提尼克","馬丁尼克","مارتینیک","Martinik","Martinique","มาร์ตินีก","Martinique","Martinique"
"TID_MAURITANIA","Mauritania","Mauritanie","Mauretanien","Mauritania","Mauritania","Mauritanië","Mauritania","Moritanya","モーリタニア","모리타니아","Мавритания","موريتانيا","Mauritânia","毛里塔尼亚","茅利塔尼亞","موریتانی","Mauritania","Mauritania","มอริเตเนีย","Mauritania","Mauritania"
"TID_MAURITIUS","Mauritius","Maurice","Mauritius","Mauricio","Mauritius","Mauritius","Mauritius","Morityus","モーリシャス","모리셔스","Маврикий","موريشيوس","Ilhas Maurício","毛里求斯","毛里求斯","موریس","Mauritius","Mauritius","มอริเชียส","Mauritius","Mauritius"
"TID_MAYOTTE","Mayotte","Mayotte","Mayotte","Mayotte","Mayotte","Mayotte","Mayotte","Mayotte","マヨット","마요트","Майотта","مايوت","Ilha Mayotte","马约特岛","馬約特","مایوت","Mayotte","Mayotte","มายอต","Mayotte","Mayotte"
"TID_MEXICO","Mexico","Mexique","Mexiko","México","Messico","Mexico","Mexico","Meksika","メキシコ","멕시코","Мексика","المكسيك","México","墨西哥","墨西哥","مکزیک","Meksiko","Mexico","เม็กซิโก","Meksiko","Mexico"
"TID_MICRONESIA","Micronesia","Micronésie","Mikronesien","Micronesia","Micronesia","Micronesië","Mikronesia","Mikronezya","ミクロネシア","미크로네시아","Микронезия","ميكرونيزيا","Micronésia","密克罗尼西亚","密克羅尼西亞群島","میکرونزی","Mikronesia","Mikronesia","ไมโครนีเซีย","Mikronesia","Micronesia"
"TID_MOLDOVA","Moldova","Moldavie","Moldau","Moldavia","Moldavia","Moldavië","Moldova","Moldova","モルドバ","몰도바","Молдавия","مولدوفا","Moldávia","摩尔多瓦","摩爾多瓦","مولداوی","Moldova","Moldova","มอลโดวา","Moldova","Moldova"
"TID_MONACO","Monaco","Monaco","Monaco","Mónaco","Principato di Monaco","Monaco","Monaco","Monako","モナコ","모나코","Монако","موناكو","Mônaco","摩纳哥","摩納哥","موناکو","Monako","Monaco","โมนาโก","Monaco","Monaco"
"TID_MONGOLIA","Mongolia","Mongolie","Mongolei","Mongolia","Mongolia","Mongolië","Mongolia","Moğolistan","モンゴル","몽골","Монголия","منغوليا","Mongólia","蒙古","蒙古國","مغولستان","Mongolia","Mongolia","มองโกเลีย","Mongolia","Mông Cổ"
"TID_MONTENEGRO","Montenegro","Monténégro","Montenegro","Montenegro","Montenegro","Montenegro","Montenegro","Karadağ","モンテネグロ","몬테네그로","Черногория","الجبل الأسود","Montenegro","黑山共和国","蒙特尼格羅","مونته‌نگرو","Montenegro","Montenegro","มอนเตเนโกร","Montenegro","Montenegro"
"TID_MONTSERRAT","Montserrat","Montserrat","Montserrat","Montserrat","Montserrat","Montserrat","Montserrat","Montserrat","モントセラト","몬트세라트섬","Монсеррат","مونتسيرات","Montserrat","蒙特色拉特岛","蒙特塞拉特","مونتسرات","Montserrat","Montserrat","มอนต์เซอร์รัต","Montserrat","Montserrat"
"TID_MOROCCO","Morocco","Maroc","Marokko","Marruecos","Marocco","Marokko","Marokko","Fas","モロッコ","모로코","Марокко","المغرب","Marrocos","摩洛哥","摩洛哥","مراکش","Maroko","Maghribi","โมร็อกโก","Marokko","Maroc"
"TID_MOZAMBIQUE","Mozambique","Mozambique","Mosambik","Mozambique","Mozambico","Mozambique","Mosambik","Mozambik","モザンビーク","모잠비크","Мозамбик","موزمبيق","Moçambique","莫桑比克","莫三比克","موزامبیک","Mozambik","Mozambique","โมซัมบิก","Mosambik","Mozambique"
"TID_MYANMAR_BURMA","Myanmar (Burma)","Myanmar (Birmanie)","Myanmar (Burma)","Birmania","Birmania","Myanmar (Birma)","Myanmar (Burma)","Myanmar (Burma)","ミャンマー","미얀마(버마)","Мьянма","ميانمار (بورما)","Mianmar (Birmânia)","缅甸","緬甸","میانمار (برمه)","Myanmar (Burma)","Myanmar (Burma)","เมียนมาร์ (พม่า)","Myanmar","Myanmar (Burma)"
"TID_NAMIBIA","Namibia","Namibie","Namibia","Namibia","Namibia","Namibië","Namibia","Namibya","ナミビア","나미비아","Намибия","ناميبيا","Namíbia","纳米比亚","納米比亞","نامیبیا","Namibia","Namibia","นามิเบีย","Namibia","Namibia"
"TID_NAURU","Nauru","Nauru","Nauru","Nauru","Nauru","Nauru","Nauru","Nauru","ナウル","나우루","Науру","ناورو","Nauru","瑙鲁","諾魯","نائورو","Nauru","Nauru","นาอูรู","Nauru","Nauru"
"TID_NEPAL","Nepal","Népal","Nepal","Nepal","Nepal","Nepal","Nepal","Nepal","ネパール","네팔","Непал","نيبال","Nepal","尼泊尔","尼泊爾","نپال","Nepal","Nepal","เนปาล","Nepal","Nepal"
"TID_NETHERLANDS","Netherlands","Pays-Bas","Niederlande","Países Bajos","Paesi Bassi","Nederland","Nederland","Hollanda","オランダ","네덜란드","Нидерланды","هولندا","Holanda","荷兰","荷蘭","هلند","Belanda","Belanda","เนเธอร์แลนด์","Alankomaat","Hà Lan"
"TID_NEW_CALEDONIA","New Caledonia","Nouvelle-Calédonie","Neukaledonien","Nueva Caledonia","Nuova Caledonia","Nieuw-Caledonië","Ny-Caledonia","Yeni Kaledonya","ニューカレドニア","뉴칼레도니아","Новая Каледония","كاليدونيا الجديدة","Nova Caledônia","新喀里多尼亚","新喀里多尼亞","کالدونیای جدید","Kaledonia Baru","New Caledonia","นิวแคลิโดเนีย","Uusi-Kaledonia","New Caledonia"
"TID_NEW_ZEALAND","New Zealand","Nouvelle-Zélande","Neuseeland","Nueva Zelanda","Nuova Zelanda","Nieuw-Zeeland","New Zealand","Yeni Zelanda","ニュージーランド","뉴질랜드","Новая Зеландия","نيوزيلندا","Nova Zelândia","新西兰","紐西蘭","نیوزیلند","Selandia Baru","New Zealand","นิวซีแลนด์","Uusi-Seelanti","New Zealand"
"TID_NICARAGUA","Nicaragua","Nicaragua","Nicaragua","Nicaragua","Nicaragua","Nicaragua","Nicaragua","Nikaragua","ニカラグア","니카라과","Никарагуа","نيكاراغوا","Nicarágua","尼加拉瓜","尼加拉瓜","نیکاراگوئه","Nikaragua","Nicaragua","นิการากัว","Nicaragua","Nicaragua"
"TID_NIGER","Niger","Niger","Niger","Níger","Niger","Niger","Niger","Nijer","ニジェール","니제르","Нигер","النيجر","Níger","尼日尔","尼日","نیجر","Niger","Niger","ไนเจอร์","Niger","Niger"
"TID_NIGERIA","Nigeria","Nigeria","Nigeria","Nigeria","Nigeria","Nigeria","Nigeria","Nijerya","ナイジェリア","나이지리아","Нигерия","نيجيريا","Nigéria","尼日利亚","奈及利亞","نیجریه","Nigeria","Nigeria","ไนจีเรีย","Nigeria","Nigeria"
"TID_NIUE","Niue","Niue","Niue","Niue","Niue","Niue","Niue","Niue","ニウエ","니우에","Ниуэ","نيوي","Niue","纽埃","紐埃","نیوئه","Niue","Niue","นีอูเอ","Niue","Niue"
"TID_NORFOLK_ISLAND","Norfolk Island","Île Norfolk","Norfolkinsel","Isla Norfolk","Isola Norfolk","Norfolk","Norfolkøya","Norfolk Adası","ノーフォーク島","노폭 섬","Норфолк","جزيرة نورفولك","Ilha Norfolk","诺福克岛","諾福克島","جزیره نورفولک","Pulau Norfolk","Pulau Norfolk","เกาะนอร์ฟอล์ก","Norfolkinsaari","Đảo Norfolk"
"TID_NORTH_KOREA","North Korea","Corée du Nord","Nordkorea","Corea del Norte","Corea del Nord","Noord-Korea","Nord-Korea","Kuzey Kore","北朝鮮","북한","Северная Корея","كوريا الشمالية","Coreia do Norte","朝鲜","北韓","کره شمالی","Korea Utara","Korea Utara","เกาหลีเหนือ","Pohjois-Korea","Triều Tiên"
"TID_NORTHERN_MARIANA_ISLANDS","Northern Mariana Islands","Îles Mariannes du Nord","Nördliche Marianen","Islas Marianas del Norte","Isole Marianne Settentrionali","Noordelijke Marianen","Nord-Marianene","Kuzey Mariana Adaları","北マリアナ諸島","북 마리아나 제도","Северные Марианские острова","جزر مريانا الشمالية","Ilhas Marianas do Norte","北马里亚纳群岛","北馬里亞納群島","جزایر ماریانای شمالی","Kepulauan Mariana Utara","Kepulauan Mariana Utara","หมู่เกาะนอร์เทิร์นมาเรียนา","Pohjois-Mariaanit","Quần đảo Bắc Mariana"
"TID_NORWAY","Norway","Norvège","Norwegen","Noruega","Norvegia","Noorwegen","Norge","Norveç","ノルウェー","노르웨이","Норвегия","النرويج","Noruega","挪威","挪威","نروژ","Norwegia","Norway","นอร์เวย์","Norja","Na Uy"
"TID_OMAN","Oman","Oman","Oman","Omán","Oman","Oman","Oman","Umman","オマーン","오만","Оман","عمان","Omã","阿曼","阿曼","عمان","Oman","Oman","โอมาน","Oman","Oman"
"TID_PAKISTAN","Pakistan","Pakistan","Pakistan","Pakistán","Pakistan","Pakistan","Pakistan","Pakistan","パキスタン","파키스탄","Пакистан","باكستان","Paquistão","巴基斯坦","巴基斯坦","پاکستان","Pakistan","Pakistan","ปากีสถาน","Pakistan","Pakistan"
"TID_PALAU","Palau","Palaos","Palau","Palaos","Palau","Palau","Palau","Palau","パラオ","팔라우","Палау","بالاو","Palau","帕劳","帛琉","پالائو","Palau","Palau","ปาเลา","Palau","Palau"
"TID_PALESTINE","Palestine","Palestine","Palästina","Palestina","Palestina","Palestina","Palestina","Filistin","パレスチナ","팔레스타인","Палестина","فلسطين","Palestina","巴勒斯坦","巴勒斯坦","فلسطین","Palestina","Palestin","ปาเลสไตน์","Palestiina","Palestine"
